AIRPORT CODE,FBO,CITY,STATE,PHONE NUMBER,AVGAS QUANTITY,AVGAS PRICE PER UNIT,JET A WITH ADD QUANTITY,JET A WITH ADD PRICE PER UNIT,JET A QUANTITY,JET A PRICE PER UNIT,CN JET A QUANTITY,CN JET A PRICE PER UNIT,CN JET A WITH ADD QUANTITY,CN JET A WITH ADD PRICE PER UNIT,SAF QUANTITY,SAF PRICE PER UNIT,SAF WITH ADD QUANTITY,SAF WITH ADD PRICE PER UNIT,ICAO
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 401 - 500,$8.36 , 401 - 500,$8.20 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 501 - 600,$8.26 , 501 - 600,$8.10 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 601 - 700,$8.06 , 601 - 700,$7.90 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 701 - 800,$7.91 , 701 - 800,$7.75 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,, 801 - 1000,$7.66 , 801 - 1000,$7.50 ,,,,,,,,,KPWK
PWK,Ascension FBO Network KPWK,Prospect Heights,IL,847-325-0566,,,1001+,$7.41 ,1001+,$7.25 ,,,,,,,,,KPWK
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 0 - 500,$8.05 , 0 - 500,$8.00 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 501 - 900,$7.96 , 501 - 900,$7.91 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,, 901 - 1199,$7.85 , 901 - 1199,$7.80 ,,,,,,,,,KPWT
PWT,Avian Flight Center Inc,Bremerton,WA,360-328-4552,,,1200+,$7.74 ,1200+,$7.69 ,,,,,,,,,KPWT
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 1 - 199,$6.67 , 1 - 199,$6.57 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 200 - 499,$6.53 , 200 - 499,$6.43 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 500 - 999,$6.38 , 500 - 999,$6.28 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,, 1000 - 1999,$6.23 , 1000 - 1999,$6.13 ,,,,,,,,,KRAC
RAC,Racine Commercial Airport Corp,Racine,WI,262-631-5620,,,2000+,$6.08 ,2000+,$5.98 ,,,,,,,,,KRAC
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 1 - 499,$5.94 , 1 - 499,$5.89 ,1+,$0.00 ,,,1+,$0.00 ,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 500 - 999,$5.86 , 500 - 999,$5.81 ,,,,,,,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,, 1000 - 1499,$5.66 , 1000 - 1499,$5.61 ,,,,,,,,,KRBD
RBD,Jet Access RBD,Dallas,TX,214-671-1296,,,1500+,$5.46 ,1500+,$5.41 ,,,,,,,,,KRBD
RBG,Western Oregon Flying Services,Roseburg,OR,541-673-4722,,,1+,$6.65 ,1+,$6.65 ,,,,,,,,,KRBG
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 1 - 500,$6.92 , 1 - 500,$6.92 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 501 - 1000,$6.73 , 501 - 1000,$6.73 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,, 1001 - 2000,$6.58 , 1001 - 2000,$6.58 ,,,,,,,,,KRDD
RDD,Air Shasta Rotor & Wing LLC,Redding,CA,530-222-0100,,,2001+,$6.48 ,2001+,$6.48 ,,,,,,,,,KRDD
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,, 1 - 399,$7.54 , 1 - 399,$7.44 ,,,,,,,,,KRDM
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,, 400 - 999,$7.21 , 400 - 999,$7.11 ,,,,,,,,,KRDM
RDM,Skyservice RDM,Redmond,OR,541-504-3848,,,1000+,$7.01 ,1000+,$6.91 ,,,,,,,,,KRDM
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 0 - 300,$6.56 , 0 - 300,$6.40 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 301 - 600,$6.50 , 301 - 600,$6.34 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 601 - 900,$6.41 , 601 - 900,$6.25 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 901 - 1200,$6.34 , 901 - 1200,$6.18 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 1201 - 1500,$6.25 , 1201 - 1500,$6.09 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 1501 - 2500,$6.18 , 1501 - 2500,$6.02 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 2501 - 5000,$5.54 , 2501 - 5000,$5.38 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,, 5001 - 7500,$4.91 , 5001 - 7500,$4.75 ,,,,,,,,,KRDU
RDU,Atlantic RDU,Morrisville,NC,945-348-3090,,,7501+,$4.27 ,7501+,$4.11 ,,,,,,,,,KRDU
RGA,Central KY Regional,Richmond ,KY,859-699-6031,,,All Quantities,$4.67 ,All Quantities,$4.67 ,,,,,,,,,KRGA
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 1 - 499,$5.26 , 1 - 499,$5.26 ,1+,$0.00 ,,,1+,$0.00 ,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 500 - 749,$5.18 , 500 - 749,$5.18 ,,,,,,,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,, 750 - 999,$5.03 , 750 - 999,$5.03 ,,,,,,,,,KRHI
RHI,Lakeland Aviation RHI,Rhinelander,WI,715-356-3891,,,1000+,$4.83 ,1000+,$4.83 ,,,,,,,,,KRHI
RHP,Western Carolina Regional Airport,Andrews,NC,828-321-5114,,,All Quantities,$4.86 ,All Quantities,$4.86 ,,,,,,,,,KRHP
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 0 - 100,$5.87 , 0 - 100,$5.78 ,1+,$0.00 ,,,1+,$0.00 ,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 101 - 400,$5.84 , 101 - 400,$5.75 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 401 - 700,$5.74 , 401 - 700,$5.65 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 701 - 1200,$5.69 , 701 - 1200,$5.60 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,, 1201 - 1800,$5.54 , 1201 - 1800,$5.45 ,,,,,,,,,KRIC
RIC,Richmond Jet Center,Richmond,VA,804-226-7200,,,1801+,$5.44 ,1801+,$5.35 ,,,,,,,,,KRIC
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 0 - 200,$8.86 , 0 - 200,$8.70 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 201 - 400,$8.78 , 201 - 400,$8.63 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 401 - 600,$8.71 , 401 - 600,$8.56 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 601 - 800,$8.63 , 601 - 800,$8.48 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,, 801 - 1000,$8.55 , 801 - 1000,$8.40 ,,,,,,,,,KRIL
RIL,Atlantic RIL,Rifle,CO,945-348-3090,,,1001+,$8.47 ,1001+,$8.32 ,,,,,,,,,KRIL
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 0 - 299,$6.45 , 0 - 299,$6.45 ,1+,$0.00 ,,,1+,$0.00 ,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 300 - 500,$6.03 , 300 - 500,$6.03 ,,,,,,,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,, 501 - 999,$5.88 , 501 - 999,$5.88 ,,,,,,,,,KRMG
RMG,Floyd County Airport,Rome,GA,706-295-7835,,,1000+,$5.78 ,1000+,$5.78 ,,,,,,,,,KRMG
RMN,Stafford Regional Airport,Fredericksburg,VA,540-658-1212,,,1+,$5.43 ,1+,$5.38 ,1+,$0.00 ,,,1+,$0.00 ,,,KRMN
RNC,Warren County Airport,McMinnville,TN,931-668-7050,,,All Quantities,$4.77 ,All Quantities,$4.77 ,1+,$0.15 ,,,1+,$0.15 ,,,KRNC
RNM,Pacific Executive Aviation,Ramona,CA,760-789-6384,,,1+,$7.40 ,1+,$7.40 ,,,,,,,,,KRNM
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 0 - 100,$6.88 , 0 - 100,$6.73 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 101 - 200,$6.73 , 101 - 200,$6.58 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 201 - 300,$6.58 , 201 - 300,$6.43 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 301 - 400,$6.42 , 301 - 400,$6.27 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,, 401 - 500,$6.27 , 401 - 500,$6.12 ,,,,,,,,,KRNO
RNO,Atlantic RNO,Reno,NV,945-348-3090,,,501+,$6.11 ,501+,$5.96 ,,,,,,,,,KRNO
RNT,Vesper Aviation,Renton,WA,425-228-9510,,, 1 - 324,$7.71 , 1 - 324,$7.58 ,,,,,,,,,KRNT
RNT,Vesper Aviation,Renton,WA,425-228-9510,,, 325 - 749,$7.62 , 325 - 749,$7.48 ,,,,,,,,,KRNT
RNT,Vesper Aviation,Renton,WA,425-228-9510,,,750+,$7.39 ,750+,$7.26 ,,,,,,,,,KRNT
RPD,Rice Lake Air Center,Cameron,WI,715-458-4400,,,1+,$5.37 ,1+,$5.37 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRPD
RUE,Russellville Regional,Russellville,AR,479-967-1227,,,All Quantities,$4.48 ,All Quantities,$4.48 ,,,,,,,,,KRUE
RUQ,Mid Carolina Regional Airport,Salisbury,NC,704-216-7749,,,All Quantities,$5.90 ,All Quantities,$5.90 ,All Quantities,$0.00 ,,,All Quantities,$0.00 ,,,KRUQ
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 1 - 349,$8.85 , 1 - 349,$8.69 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 350 - 799,$8.75 , 350 - 799,$8.59 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,, 800 - 1199,$8.63 , 800 - 1199,$8.47 ,,,,,,,,,KRUT
RUT,Modern Aviation RUT,N Clarenden,VT,802-773-3348,,,1200+,$8.56 ,1200+,$8.40 ,,,,,,,,,KRUT
RVS,Christiansen Aviation,Tulsa,OK,918-298-6650,,,1+,$4.11 ,1+,$4.11 ,,,,,,,,,KRVS
RWI,Rocky Mount Wilson Airport,Elm City,NC,252-446-7057,,, 1 - 449,$6.55 , 1 - 449,$6.55 ,1+,$0.00 ,,,1+,$0.00 ,,,KRWI
RWI,Rocky Mount Wilson Airport,Elm City,NC,252-446-7057,,,450+,$6.51 ,450+,$6.51 ,,,,,,,,,KRWI
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 0 - 300,$7.91 , 0 - 300,$7.76 ,1+,$0.00 ,,,1+,$0.00 ,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 301 - 400,$7.87 , 301 - 400,$7.72 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 401 - 500,$7.82 , 401 - 500,$7.67 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 501 - 600,$7.72 , 501 - 600,$7.57 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 601 - 700,$7.52 , 601 - 700,$7.37 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 701 - 800,$7.37 , 701 - 800,$7.22 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,, 801 - 1000,$7.12 , 801 - 1000,$6.97 ,,,,,,,,,KRYY
RYY,Ascension FBO Network - KRYY,Kennesaw,GA,770-422-4300,,,1001+,$6.87 ,1001+,$6.72 ,,,,,,,,,KRYY
RZR,Cleveland Regional Jetport,Cleveland,TN,423-472-4343,,,All Quantities,$6.13 ,All Quantities,$6.13 ,1+,$0.00 ,,,1+,$0.00 ,,,KRZR
S39,Hood Aero,Prineville,OR,541-993-6269,,,All Quantities,$7.08 ,All Quantities,$7.08 ,,,,,,,,,KS39
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 0 - 100,$8.73 , 0 - 100,$8.57 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 101 - 250,$8.64 , 101 - 250,$8.47 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 251 - 500,$8.58 , 251 - 500,$8.41 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 501 - 750,$8.52 , 501 - 750,$8.35 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,, 751 - 1000,$8.46 , 751 - 1000,$8.29 ,,,,,,,,,KSAC
SAC,Modern Aviation SAC,Sacramento,CA,916-428-8292,,,1001+,$8.40 ,1001+,$8.23 ,,,,,,,,,KSAC
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 0 - 200,$6.89 , 0 - 200,$6.73 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 201 - 400,$6.86 , 201 - 400,$6.70 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 401 - 600,$6.81 , 401 - 600,$6.65 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 601 - 800,$6.77 , 601 - 800,$6.60 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,, 801 - 1000,$6.72 , 801 - 1000,$6.56 ,,,,,,,,,KSAF
SAF,Atlantic SAF,Santa Fe,NM,302-328-9695,,,1001+,$6.68 ,1001+,$6.52 ,,,,,,,,,KSAF
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 0 - 200,$7.79 , 0 - 200,$7.63 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 201 - 400,$7.61 , 201 - 400,$7.45 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 401 - 600,$7.41 , 401 - 600,$7.25 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 601 - 800,$7.21 , 601 - 800,$7.05 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,, 801 - 1000,$7.01 , 801 - 1000,$6.85 ,,,,,,,,,KSBA
SBA,Atlantic SBA,Goleta,CA,945-348-3090,,,1001+,$6.82 ,1001+,$6.66 ,,,,,,,,,KSBA
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 1 - 399,$6.22 , 1 - 399,$6.17 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 400 - 999,$6.10 , 400 - 999,$6.04 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 1000 - 2499,$6.00 , 1000 - 2499,$5.94 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 2500 - 4999,$5.90 , 2500 - 4999,$5.84 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,, 5000 - 9999,$5.80 , 5000 - 9999,$5.74 ,,,,,,,,,KSBD
SBD,Luxivair SBD,San Bernardino,CA,909-382-4100,,,10000+,$5.65 ,10000+,$5.59 ,,,,,,,,,KSBD
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 0 - 250,$6.01 , 0 - 250,$6.01 ,1+,$0.00 ,,,1+,$0.00 ,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 251 - 500,$5.98 , 251 - 500,$5.98 ,,,,,,,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,, 501 - 1000,$5.93 , 501 - 1000,$5.93 ,,,,,,,,,KSBM
SBM,Lake Breeze Aviation,Sheboygan,WI,920-467-8052,,,1001+,$5.88 ,1001+,$5.88 ,,,,,,,,,KSBM
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 0 - 200,$6.30 , 0 - 200,$6.15 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 201 - 400,$6.01 , 201 - 400,$5.86 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 401 - 600,$5.73 , 401 - 600,$5.58 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,, 601 - 800,$5.43 , 601 - 800,$5.28 ,,,,,,,,,KSBN
SBN,Atlantic SBN,South Bend,IN,945-348-3090,,,801+,$5.13 ,801+,$4.98 ,,,,,,,,,KSBN
SBO,AirStar Flight Support Inc,Swainsboro,GA,478-237-5882,,,All Quantities,$4.79 ,All Quantities,$4.79 ,,,,,,,,,KSBO
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,, 1 - 500,$6.36 , 1 - 500,$6.36 ,1+,$0.00 ,,,1+,$0.00 ,,,KSBY
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,, 501 - 1000,$6.13 , 501 - 1000,$6.13 ,,,,,,,,,KSBY
SBY,Azure Flight Support SBY,Salisbury,MD,615-220-2957,,,1001+,$5.88 ,1001+,$5.88 ,,,,,,,,,KSBY
SCD,Sylacauga Airport,Sylacauga,AL,256-245-3246,,,All Quantities,$5.34 ,All Quantities,$5.34 ,,,,,,,,,KSCD
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 0 - 200,$7.65 , 0 - 200,$7.49 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 201 - 400,$7.61 , 201 - 400,$7.45 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 401 - 600,$7.55 , 401 - 600,$7.39 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 601 - 800,$7.50 , 601 - 800,$7.34 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,, 801 - 1000,$7.44 , 801 - 1000,$7.28 ,,,,,,,,,KSCK
SCK,Atlantic SCK,Stockton,CA,972-905-2513,,,1001+,$7.38 ,1001+,$7.22 ,,,,,,,,,KSCK
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 0 - 200,$7.81 , 0 - 200,$7.65 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 201 - 400,$7.76 , 201 - 400,$7.61 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 401 - 600,$7.69 , 401 - 600,$7.53 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 601 - 800,$7.63 , 601 - 800,$7.47 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,, 801 - 1000,$7.55 , 801 - 1000,$7.39 ,,,,,,,,,KSDF
SDF,Atlantic SDF,Louisville,KY,945-348-3090,,,1001+,$7.49 ,1001+,$7.33 ,,,,,,,,,KSDF
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 0 - 200,$7.05 , 0 - 200,$6.90 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 201 - 400,$6.98 , 201 - 400,$6.83 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 401 - 600,$6.90 , 401 - 600,$6.75 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 601 - 800,$6.81 , 601 - 800,$6.66 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,, 801 - 1000,$6.72 , 801 - 1000,$6.57 ,,,,,,,,,KSDL
SDL,Atlantic SDL,Scottsdale,AZ,945-348-3090,,,1001+,$6.64 ,1001+,$6.49 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1 - 250,$6.60 , 1 - 250,$6.52 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 251 - 500,$6.42 , 251 - 500,$6.34 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 501 - 1000,$6.37 , 501 - 1000,$6.29 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1001 - 1500,$6.32 , 1001 - 1500,$6.24 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,, 1501 - 2000,$6.27 , 1501 - 2000,$6.19 ,,,,,,,,,KSDL
SDL,Jet Aviation KSDL,Scottsdale,AZ,480-866-8270,,,2001+,$6.22 ,2001+,$6.14 ,,,,,,,,,KSDL
SEE,Circle Air Group LLC,El Cajon,CA,619-448-5991,,,All Quantities,$7.30 ,All Quantities,$7.17 ,,,,,,,,,KSEE
SEE,Golden State Aviation,El Cajon,CA,619-449-0611,,,All Quantities,$5.94 ,All Quantities,$5.94 ,,,,,,,,,KSEE
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 1 - 500,$8.12 , 1 - 500,$8.12 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 501 - 1000,$8.04 , 501 - 1000,$8.04 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,, 1001 - 2000,$7.99 , 1001 - 2000,$7.99 ,,,,,,,,,KSFZ
SFZ,Flight Level Aviation SFZ,Smithfiled,RI,401-333-8503,,,2001+,$7.64 ,2001+,$7.64 ,,,,,,,,,KSFZ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 0 - 200,$7.89 , 0 - 200,$7.74 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 201 - 400,$7.84 , 201 - 400,$7.69 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 401 - 600,$7.77 , 401 - 600,$7.62 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 601 - 800,$7.71 , 601 - 800,$7.56 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,, 801 - 1000,$7.64 , 801 - 1000,$7.49 ,,,,,,,,,KSGJ
SGJ,Atlantic SGJ,St Augustine,FL,972-905-2513,,,1001+,$7.58 ,1001+,$7.43 ,,,,,,,,,KSGJ
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,, 1 - 249,$7.01 , 1 - 249,$7.01 ,1+,$0.00 ,,,1+,$0.00 ,,,KSGR
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,, 250 - 749,$6.82 , 250 - 749,$6.82 ,,,,,,,,,KSGR
SGR,Global Select Aviation KSGR,Sugar Land,TX,281-275-2400,,,750+,$6.62 ,750+,$6.62 ,,,,,,,,,KSGR
SGT,City of Stuttgart,Stuttgart,AR,870-673-2960,,,All Quantities,$6.43 ,All Quantities,$6.43 ,,,,,,,,,KSGT
SIF,Rockingham County Airport Authority,Stoneville,NC,336-573-3115,,,All Quantities,$5.75 ,All Quantities,$5.75 ,100+,$0.00 ,,,100+,$0.00 ,,,KSIF
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,, 0 - 500,$8.01 , 0 - 500,$7.86 ,,,,,,,,,TJIG
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,, 501 - 999,$7.86 , 501 - 999,$7.71 ,,,,,,,,,TJIG
SIG,Modern Aviation TJIG,San Juan,PR,806-318-4403,,,1000+,$7.71 ,1000+,$7.56 ,,,,,,,,,TJIG
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 0 - 200,$7.49 , 0 - 200,$7.33 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 201 - 400,$7.33 , 201 - 400,$7.17 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 401 - 600,$7.15 , 401 - 600,$6.99 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 601 - 800,$6.96 , 601 - 800,$6.80 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,, 801 - 1000,$6.78 , 801 - 1000,$6.62 ,,,,,,,,,KSJC
SJC,Atlantic SJC,San Jose,CA,945-348-3090,,,1001+,$6.59 ,1001+,$6.43 ,,,,,,,,,KSJC
SJU,Jet Aviation TJSJ,Carolina,PR,787-791-7005,,,All Quantities,$7.58 ,All Quantities,$7.45 ,,,,,,,,,TJSJ
SKB,Cayman Dispatch - St. Kitts,St Kitts ,,345-949-8960,,,1+,$6.01 ,1+,$6.01 ,,,,,,,,,TKPK
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 0 - 100,$6.80 , 0 - 100,$6.65 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 101 - 200,$6.71 , 101 - 200,$6.56 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 201 - 300,$6.63 , 201 - 300,$6.48 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 301 - 400,$6.53 , 301 - 400,$6.38 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,, 401 - 500,$6.44 , 401 - 500,$6.29 ,,,,,,,,,KSKF
SKF,Atlantic SKF,San Antonio,TX,945-348-3090,,,501+,$6.35 ,501+,$6.20 ,,,,,,,,,KSKF
SLC,Atlantic SLC,Salt Lake City,UT,945-348-3090,,, 0 - 200,$7.65 , 0 - 200,$7.50 ,,,,,,,,,KSLC
